item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
003302,EV_Suit_Battery,12,25.5,17.7,2.71,39,N/A,374,Storage_Bay
003303,Research_Samples,22.9,12.3,23.6,8.6,50,N/A,1891,Lab
003304,Circuit_Board,15.6,44.4,34.1,11.81,2,N/A,1485,Storage_Bay
003305,Seed_Packets,19.2,27.8,29.7,6.3,80,N/A,63,Lab
003306,Tool_Kit,12.3,23.2,22,2.9,11,N/A,22,Maintenance_Bay
003307,Handheld_Spectrometer,33.6,15.2,15.5,3.96,35,N/A,2953,Engineering_Bay
003308,Vacuum_Sealed_Tools,46.2,32.2,10.7,7.96,29,N/A,1988,Maintenance_Bay
003309,LED_Work_Light,38.8,34.8,46.7,31.53,65,N/A,1921,Engineering_Bay
003310,Battery_Pack,45.9,20.4,29.6,13.86,22,N/A,815,External_Storage
003311,Fire_Extinguisher,22.7,37.4,31.6,13.41,75,N/A,3223,Crew_Quarters
003312,Water_Purification_Unit,49.3,23.1,25.9,14.75,48,N/A,1924,Crew_Quarters
003313,Space_Suit,35.5,31.4,26.5,14.77,38,N/A,2344,Airlock
003314,Helmet_Visor,27.8,39.6,28.1,15.47,86,N/A,3388,Storage_Bay
003315,CO2_Scrubber,40.4,19.4,32.4,12.7,91,N/A,988,Engineering_Bay
003316,EV_Suit_Battery,36.6,34,16.2,10.08,43,N/A,802,Storage_Bay
003317,Laptop,22.3,38.9,23.1,10.02,98,N/A,16,Crew_Quarters
003318,Asteroid_Sample_Container,19.9,13.8,22.8,9.7,59,N/A,1854,Storage_Bay
003319,Medical_Scanner,46.9,30.2,47.5,33.64,85,19-07-2025,79,Lab
003320,Seed_Packets,20.8,11.2,28.5,4.9,31,N/A,67,Lab
003321,EV_Suit_Battery,29.1,30.5,35.4,15.71,31,N/A,459,Storage_Bay
003322,Food_Packet,15.5,26.6,29.5,5,29,06-08-2026,75,Crew_Quarters
003323,Space_Suit,46.1,27.8,43.3,27.75,35,N/A,1090,Airlock
003324,Protein_Bars,25,27.6,29,10.01,28,N/A,3063,Storage_Bay
003325,Cooling_System,18.2,39,42.3,15.01,16,N/A,943,Engineering_Bay
003326,Asteroid_Sample_Container,26.4,25.2,18.9,6.3,8,N/A,3293,Storage_Bay
003327,Protein_Bars,39.5,12.6,21.6,5.38,6,N/A,4759,Crew_Quarters
003328,Water_Purification_Unit,13.3,19.2,41.3,5.27,56,N/A,2753,Life_Support
003329,Fire_Extinguisher,44,32.4,24,17.11,56,N/A,223,Engineering_Bay
003330,Handheld_Spectrometer,42.6,12.8,23.4,6.38,21,N/A,946,Engineering_Bay
003331,3D_Printer,31.4,42.8,44.1,29.63,51,N/A,1657,Engineering_Bay
003332,Gyroscope_Module,28.2,21.8,36,11.07,26,N/A,4305,Cockpit
003333,Battery_Pack,41.5,17.6,20.5,7.49,21,N/A,919,External_Storage
003334,Microgravity_Lab_Kit,24.1,22.3,28.2,7.8,72,N/A,1,Lab
003335,Asteroid_Sample_Container,23.4,12.3,28.7,3.2,94,N/A,3211,Lab
003336,Emergency_Oxygen_Mask,48.8,11.8,27.6,7.95,92,N/A,2622,Medical_Bay
003337,Microgravity_Lab_Kit,22.2,13,29,1.7,15,N/A,10,Crew_Quarters
003338,3D_Printer,16.4,46.5,39.4,15.02,82,N/A,3917,Lab
003339,Research_Samples,13.3,13.5,20.9,4.3,88,N/A,1059,Lab
003340,Asteroid_Sample_Container,25.4,26.1,17.6,3.5,79,N/A,2938,Lab
003341,Research_Samples,15.2,29.3,11.4,4.3,97,N/A,3401,Storage_Bay
003342,Pressure_Regulator,45,36.8,49.8,41.23,49,N/A,2053,Engineering_Bay
003343,Seed_Packets,29.1,15.4,22.2,3.5,62,N/A,59,Greenhouse
003344,Medical_Scanner,21.2,12.2,44.2,5.72,46,01-06-2026,30,Lab
003345,First_Aid_Kit,24.4,17,23.2,7.5,71,N/A,8,Medical_Bay
003346,Helmet_Visor,48.8,14.6,47.2,16.81,76,N/A,4950,Storage_Bay
003347,Handheld_Spectrometer,12,49.1,10,2.95,72,N/A,606,Lab
003348,Navigation_Module,18.9,48.1,21.2,9.64,11,N/A,2312,Cockpit
003349,Communication_Device,17.6,15.2,14.9,1.99,33,N/A,3664,Command_Center
003350,CO2_Scrubber,48,17,15.4,6.28,29,N/A,229,Life_Support
003351,Emergency_Beacon,40.2,30.5,11.3,6.93,100,N/A,3041,Cockpit
003352,LED_Work_Light,49.3,10.7,35.3,9.31,77,N/A,3217,Maintenance_Bay
003353,Tether_Reel,36.6,24.4,19.8,8.84,6,N/A,386,External_Storage
003354,Cooling_System,26,20.4,49.1,13.02,41,N/A,2148,Engineering_Bay
003355,First_Aid_Kit,23.6,22.4,18.8,9.5,1,N/A,29,Crew_Quarters
003356,Battery_Pack,28.6,20.3,26.3,7.63,88,N/A,348,External_Storage
003357,Laptop,46.3,40.8,13.5,12.75,81,N/A,1282,Command_Center
003358,First_Aid_Kit,20.8,23,22.2,9.1,51,N/A,13,Crew_Quarters
003359,Seed_Packets,14.5,11.7,23.3,5.7,38,N/A,28,Greenhouse
003360,Navigation_Module,17.7,33.6,36.5,10.85,81,N/A,2215,Command_Center
003361,Pressure_Regulator,46.1,38.4,36.2,32.04,74,N/A,2209,Engineering_Bay
003362,3D_Printer,18.5,16.4,30.7,4.66,14,N/A,3037,Lab
003363,Emergency_Beacon,32.6,12.8,22,4.59,79,N/A,1123,Cockpit
003364,Lab_Microscope,38.2,30.6,15.9,9.29,87,N/A,2689,Medical_Bay
003365,Lab_Microscope,27.1,46.3,43.9,27.54,8,N/A,1560,Lab
003366,Battery_Pack,35.7,46,46.6,38.26,55,N/A,654,Power_Bay
003367,Helmet_Visor,45.8,15.1,43.9,15.18,69,N/A,3841,Storage_Bay
003368,Food_Packet,17.6,26.5,19.9,5.4,37,29-05-2025,61,Storage_Bay
003369,Seed_Packets,19.5,29.2,21.3,7.7,41,N/A,82,Lab
003370,Emergency_Beacon,47.5,15.1,26,9.32,99,N/A,2020,Cockpit
003371,Circuit_Board,36.3,41.5,45.4,34.2,81,N/A,3197,Engineering_Bay
003372,CO2_Scrubber,44.7,46,33.8,34.75,17,N/A,255,Life_Support
003373,Asteroid_Sample_Container,17.4,16.3,29.9,5.5,46,N/A,1723,Lab
003374,Laptop,39.9,32.8,24.2,15.84,55,N/A,3268,Command_Center
003375,Food_Packet,16.2,24.6,11.5,8.6,53,18-10-2026,59,Storage_Bay
003376,Battery_Pack,39.2,18.1,10.8,3.83,61,N/A,534,Power_Bay
003377,CO2_Scrubber,46.9,18.8,36.4,16.05,6,N/A,674,Engineering_Bay
003378,Water_Bottle,22.6,45.1,47.1,24,49,N/A,3224,Storage_Bay
003379,Lab_Microscope,23.3,46.4,39.5,21.35,18,N/A,3371,Medical_Bay
003380,Navigation_Module,35.8,49.4,32.5,28.74,38,N/A,141,Command_Center
003381,Handheld_Spectrometer,32.5,18.1,49.2,14.47,74,N/A,4998,Lab
003382,Solar_Panel,68,75.8,1.6,8.3,10,N/A,2832,External_Storage
003383,Laptop,43.6,32.7,45.3,32.29,16,N/A,1414,Crew_Quarters
003384,Communication_Device,48.1,38.2,45.9,42.17,45,N/A,4843,Crew_Quarters
003385,Asteroid_Sample_Container,14.9,25.2,18.6,2.4,31,N/A,615,Storage_Bay
003386,Food_Packet,22.6,12.4,23,1.7,36,19-07-2026,47,Crew_Quarters
003387,Asteroid_Sample_Container,11.6,26.9,15,2.2,40,N/A,3068,Lab
003388,Circuit_Board,46.2,45.4,36.8,38.59,57,N/A,38,Storage_Bay
003389,Communication_Device,19,48.9,25.4,11.8,11,N/A,1839,Command_Center
003390,Battery_Pack,16.4,49.1,43.4,17.47,100,N/A,332,Power_Bay
003391,Radiation_Shield,16.9,18.2,16,2.46,97,N/A,1973,Storage_Bay
003392,Seed_Packets,26.2,22.4,17,5.1,55,N/A,15,Greenhouse
003393,Protein_Bars,11.5,37.8,33.7,7.32,31,N/A,1774,Storage_Bay
003394,Water_Purification_Unit,23.8,49.3,28.8,16.9,54,N/A,801,Crew_Quarters
003395,Pressure_Regulator,44.7,34.7,31.5,24.43,23,N/A,3415,Engineering_Bay
003396,Circuit_Board,24.3,49.1,45.7,27.26,15,N/A,454,Storage_Bay
003397,Gyroscope_Module,24.7,33.4,42.7,17.61,88,N/A,4476,Cockpit
003398,Protein_Bars,25.3,16.4,29.8,6.18,6,N/A,3440,Crew_Quarters
003399,Water_Bottle,14.9,36.3,29.9,8.09,97,N/A,976,Crew_Quarters
003400,Emergency_Beacon,16.3,10.1,24.9,2.05,66,N/A,646,Cockpit
003401,Microgravity_Lab_Kit,29.9,18.6,29.8,9.5,36,N/A,95,Lab
003402,Gyroscope_Module,18.6,43.6,29.4,11.92,85,N/A,3415,Engineering_Bay
003403,Helmet_Visor,26.1,25.6,14.4,4.81,76,N/A,2213,Storage_Bay
003404,Laptop,47.5,13.2,48.8,15.3,75,N/A,1833,Crew_Quarters
003405,LED_Work_Light,20.7,18.1,40.8,7.64,25,N/A,4137,Maintenance_Bay
003406,Fire_Extinguisher,16.7,24.5,14,2.86,20,N/A,1362,Crew_Quarters
003407,Food_Packet,13.3,21.7,25,2.4,36,16-08-2026,25,Storage_Bay
003408,3D_Printer,24.4,47.8,36,20.99,40,N/A,2786,Engineering_Bay
003409,Seed_Packets,15.5,14.1,23.1,4.5,55,N/A,80,Greenhouse
003410,Helmet_Visor,32.6,26.6,40.3,17.47,45,N/A,3551,Storage_Bay
003411,Handheld_Spectrometer,23.9,37.3,10.4,4.64,63,N/A,2825,Engineering_Bay
003412,Research_Samples,28.8,28.7,13.5,9.9,65,N/A,1043,Storage_Bay
003413,First_Aid_Kit,25.1,10.5,11,9.8,28,N/A,19,Crew_Quarters
003414,LED_Work_Light,11.4,26,35.8,5.31,36,N/A,3540,Maintenance_Bay
003415,Pressure_Regulator,28,15.3,23.9,5.12,3,N/A,3673,Engineering_Bay
003416,LED_Work_Light,23.1,37.2,41.3,17.74,4,N/A,1352,Engineering_Bay
003417,Handheld_Spectrometer,22.7,32.3,38.7,14.19,48,N/A,1874,Engineering_Bay
003418,Antibiotic_Supply,15,27.9,44.5,9.31,83,29-10-2026,833,Medical_Bay
003419,Emergency_Beacon,10.2,33.5,44.7,7.64,10,N/A,2945,Command_Center
003420,Emergency_Beacon,14.9,26.2,39.7,7.75,99,N/A,58,Cockpit
003421,Asteroid_Sample_Container,21.2,13.3,26.8,2.9,9,N/A,3482,Lab
003422,Antibiotic_Supply,20.5,23.9,20,4.9,51,21-11-2025,3031,Lab
003423,Pressure_Regulator,12.5,27,35,5.91,98,N/A,3616,Engineering_Bay
003424,Fire_Extinguisher,26.9,12.8,45.2,7.78,41,N/A,631,Crew_Quarters
003425,Solar_Panel,70.3,89.4,1.6,16.5,15,N/A,4359,External_Storage
003426,LED_Work_Light,37.3,16,40.2,12,2,N/A,3402,Engineering_Bay
003427,3D_Printer,30.8,10.5,10.2,1.65,24,N/A,16,Lab
003428,Research_Samples,12.1,26.9,13.1,2.1,98,N/A,1767,Storage_Bay
003429,Helmet_Visor,24,17.3,18.5,3.84,50,N/A,1383,Storage_Bay
003430,Space_Suit,21.9,37.6,45.3,18.65,54,N/A,1084,Airlock
003431,Laptop,22.1,31.7,42.8,14.99,56,N/A,1414,Crew_Quarters
003432,Solar_Panel,81.9,67.6,1.8,16.7,64,N/A,779,External_Storage
003433,CO2_Scrubber,28.6,34.2,39.6,19.37,57,N/A,348,Engineering_Bay
003434,Gyroscope_Module,14.7,32.4,48,11.43,48,N/A,2442,Cockpit
003435,Handheld_Spectrometer,35.9,45.6,14.8,12.11,59,N/A,2011,Lab
003436,Navigation_Module,42.3,14.5,12.7,3.89,70,N/A,3728,Cockpit
003437,Space_Suit,27,41,11,6.09,41,N/A,2961,Airlock
003438,Helmet_Visor,12.7,16,37.4,3.8,73,N/A,4856,Storage_Bay
003439,Battery_Pack,36.7,33.3,18.9,11.55,13,N/A,451,Power_Bay
003440,Cooling_System,45.4,49.2,19.6,21.89,71,N/A,3737,Engineering_Bay
003441,Asteroid_Sample_Container,22,23.2,15.3,1.5,57,N/A,4707,Lab
003442,Battery_Pack,47.5,40.4,37,35.5,93,N/A,281,Power_Bay
003443,3D_Printer,43.8,13.1,13.4,3.84,52,N/A,1784,Engineering_Bay
003444,Handheld_Spectrometer,45.4,22.8,13,6.73,15,N/A,577,Lab
003445,CO2_Scrubber,33.3,18.7,21.4,6.66,48,N/A,330,Engineering_Bay
003446,Solar_Panel,48.4,70,4.7,8.7,69,N/A,398,External_Storage
003447,Water_Bottle,46.9,29,33.1,22.51,14,N/A,2868,Crew_Quarters
003448,Battery_Pack,24.8,24.6,22.4,6.83,5,N/A,527,External_Storage
003449,Research_Samples,17.6,19.6,21.6,9.3,1,N/A,3071,Lab
003450,Food_Packet,14.8,25.4,14.2,2.4,6,10-07-2026,55,Storage_Bay
003451,Lab_Microscope,25.9,17.3,28.1,6.3,91,N/A,3905,Lab
003452,Solar_Panel,42.5,98.2,1,5.2,35,N/A,3358,External_Storage
003453,Helmet_Visor,35,27.1,17,8.06,4,N/A,2364,Storage_Bay
003454,Fire_Extinguisher,10.9,31.5,38.7,6.64,53,N/A,4602,Crew_Quarters
003455,Asteroid_Sample_Container,21.3,26.5,21.4,8.3,72,N/A,1718,Lab
003456,First_Aid_Kit,10.3,23.6,20.8,7.8,4,N/A,73,Crew_Quarters
003457,Waste_Management_Kit,24.2,27.8,24.8,1.5,93,N/A,64,Sanitation_Bay
003458,Handheld_Spectrometer,49.8,48,33.7,40.28,7,N/A,389,Engineering_Bay
003459,Antibiotic_Supply,36.1,46.7,10.9,9.19,88,05-09-2025,2223,Medical_Bay
003460,Battery_Pack,18.8,13,33.4,4.08,40,N/A,719,External_Storage
003461,Waste_Management_Kit,21.5,16.6,11.4,2.4,84,N/A,22,Engineering_Bay
003462,Vacuum_Sealed_Tools,11.3,44,37.9,9.42,55,N/A,4204,Storage_Bay
003463,Food_Packet,29.7,17.6,16.6,8.2,94,03-07-2025,65,Storage_Bay
003464,Laptop,28.8,39.9,45.2,25.97,70,N/A,2342,Crew_Quarters
003465,Food_Packet,11.8,11.1,21.3,1.6,95,29-12-2026,41,Crew_Quarters
003466,Waste_Management_Kit,17.9,22.1,24.3,3.4,97,N/A,50,Engineering_Bay
003467,Laptop,16.1,37.4,25.6,7.71,21,N/A,4688,Crew_Quarters
003468,Fire_Extinguisher,49.1,48.3,47,55.73,2,N/A,4740,Engineering_Bay
003469,Thruster_Fuel,38.7,26,36.1,18.16,25,N/A,4174,Engine_Bay
003470,Water_Bottle,15.9,25.7,33.4,6.82,82,N/A,4526,Crew_Quarters
003471,Gyroscope_Module,12.2,31.8,25.9,5.02,60,N/A,3621,Cockpit
003472,Protein_Bars,27.6,48.4,38.3,25.58,57,N/A,3477,Storage_Bay
003473,Water_Purification_Unit,30,47.7,36.9,26.4,77,N/A,2072,Life_Support
003474,EV_Suit_Battery,43.8,28.1,39.3,24.18,16,N/A,676,Storage_Bay
003475,Fire_Extinguisher,10.9,12.5,37.7,2.57,21,N/A,4507,Engineering_Bay
003476,Vacuum_Sealed_Tools,30.6,18.8,22.4,6.44,20,N/A,3411,Maintenance_Bay
003477,Thruster_Fuel,21.6,27.3,11.8,3.48,68,N/A,1550,Engine_Bay
003478,Antibiotic_Supply,10.6,24.9,30.8,4.06,42,10-01-2027,4288,Medical_Bay
003479,Tether_Reel,46.5,10.3,22.9,5.48,75,N/A,4483,External_Storage
003480,Pressure_Regulator,25.1,49.7,48.5,30.25,53,N/A,1181,Airlock
003481,Water_Bottle,20.9,45.5,36.3,17.26,18,N/A,3193,Storage_Bay
003482,Gyroscope_Module,17.3,28.1,21.2,5.15,31,N/A,4690,Cockpit
003483,Lab_Microscope,39.4,20.7,10.2,4.16,31,N/A,549,Lab
003484,LED_Work_Light,12.2,22.5,38.7,5.31,94,N/A,4108,Maintenance_Bay
003485,Communication_Device,42.4,21.3,22.6,10.21,81,N/A,2681,Crew_Quarters
003486,3D_Printer,22.4,39.6,10.1,4.48,88,N/A,774,Lab
003487,Research_Samples,23.7,21.6,13.5,8.2,23,N/A,3569,Lab
003488,Thruster_Fuel,29.9,12.2,26.9,4.91,94,N/A,2287,Storage_Bay
003489,Microgravity_Lab_Kit,10.8,19.2,20.7,9.4,25,N/A,19,Crew_Quarters
003490,Communication_Device,16.6,15.2,24.5,3.09,74,N/A,2087,Crew_Quarters
003491,Fire_Extinguisher,43.7,33.7,27.1,19.95,29,N/A,504,Crew_Quarters
003492,Tool_Kit,26.2,17.2,25.7,8,68,N/A,12,Maintenance_Bay
003493,Medical_Scanner,43.2,40.8,10.5,9.25,24,06-01-2026,68,Medical_Bay
003494,Cooling_System,43.9,31.1,12.2,8.33,16,N/A,948,Power_Bay
003495,Medical_Scanner,15.7,33.7,17.9,4.74,24,22-12-2025,46,Medical_Bay
003496,Oxygen_Cylinder,17.9,24.9,40.8,24.6,76,N/A,1432,Crew_Quarters
003497,Pressure_Regulator,19,43.2,27,11.08,47,N/A,2083,Airlock
003498,First_Aid_Kit,18.6,26.6,10.2,2.4,57,N/A,87,Crew_Quarters
003499,Research_Samples,26.5,10.9,13.8,8.7,77,N/A,3388,Lab
003500,Pressure_Regulator,45.8,31.3,16.9,12.11,12,N/A,4904,Engineering_Bay
003501,Emergency_Oxygen_Mask,12.8,25,47.8,7.65,85,N/A,1887,Medical_Bay
003502,First_Aid_Kit,27.2,28.1,24.8,5.4,45,N/A,80,Medical_Bay
003503,Fire_Extinguisher,36.2,43.9,11.6,9.22,100,N/A,1315,Crew_Quarters
003504,Gyroscope_Module,45.7,32.2,29.4,21.63,13,N/A,4679,Cockpit
003505,Asteroid_Sample_Container,10.7,22.2,19,1.3,59,N/A,3700,Lab
003506,Protein_Bars,49.7,40.8,29.8,30.21,56,N/A,492,Crew_Quarters
003507,Helmet_Visor,28.4,31.1,17.7,7.82,12,N/A,2447,Crew_Quarters
003508,Oxygen_Cylinder,16.4,19.6,88.1,20,61,N/A,449,Crew_Quarters
003509,Thruster_Fuel,30.8,23.9,13,4.78,28,N/A,4915,Engine_Bay
003510,Thruster_Fuel,10.7,43.9,20.6,4.84,7,N/A,404,Storage_Bay
003511,3D_Printer,40.2,38.2,12,9.21,3,N/A,1289,Engineering_Bay
003512,Battery_Pack,28.6,19.6,31.9,8.94,13,N/A,447,External_Storage
003513,Pressure_Regulator,48.4,13.7,48.6,16.11,78,N/A,2266,Airlock
003514,Water_Bottle,13.2,16.8,12.5,1.39,76,N/A,520,Crew_Quarters
003515,CO2_Scrubber,32.1,19.6,19,5.98,68,N/A,313,Engineering_Bay
003516,Handheld_Spectrometer,21.3,28.2,22.3,6.7,54,N/A,595,Engineering_Bay
003517,Cooling_System,48.5,16.2,26.4,10.37,20,N/A,3841,Power_Bay
003518,Seed_Packets,26.3,17.6,26.8,8.4,57,N/A,13,Greenhouse
003519,Emergency_Oxygen_Mask,24.6,21.4,39.9,10.5,37,N/A,268,Crew_Quarters
003520,Waste_Management_Kit,22.2,15.8,11.1,6.1,64,N/A,72,Sanitation_Bay
003521,Communication_Device,39.1,43.9,15.3,13.13,26,N/A,2103,Command_Center
003522,Oxygen_Cylinder,18.8,27.6,83.5,26.6,8,N/A,2306,Crew_Quarters
003523,Lab_Microscope,38.2,14.2,22.9,6.21,78,N/A,1749,Lab
003524,Seed_Packets,11.3,24.5,17,5.4,73,N/A,51,Greenhouse
003525,Asteroid_Sample_Container,27,27.7,27.1,4.9,61,N/A,1278,Lab
003526,Protein_Bars,32.8,40.4,43.1,28.56,40,N/A,218,Storage_Bay
003527,Solar_Panel,91.5,64.5,2.4,11.2,49,N/A,1228,External_Storage
003528,Tool_Kit,16.8,20.1,29.4,9.8,95,N/A,20,Storage_Bay
003529,Waste_Management_Kit,14.9,22.9,28.6,8.1,74,N/A,92,Engineering_Bay
003530,Cooling_System,22.8,21.7,37.4,9.25,35,N/A,1508,Power_Bay
003531,Antibiotic_Supply,49.8,22.2,41,22.66,26,20-09-2025,2100,Lab
003532,Protein_Bars,48.3,26.9,14.8,9.61,92,N/A,1596,Crew_Quarters
003533,Water_Purification_Unit,15,37,49,13.6,18,N/A,3559,Life_Support
003534,Battery_Pack,34.5,39.2,19.3,13.05,71,N/A,344,Power_Bay
003535,Laptop,20.7,14.6,12.4,1.87,95,N/A,2909,Command_Center
003536,Vacuum_Sealed_Tools,19.7,37.7,39,14.48,81,N/A,4717,Storage_Bay
003537,Helmet_Visor,20.2,49.9,47.6,23.99,74,N/A,256,Storage_Bay
003538,Oxygen_Cylinder,17.5,15,65.7,21.2,63,N/A,1691,Medical_Bay
003539,Space_Suit,15.3,41.9,42.8,13.72,61,N/A,4900,Storage_Bay
003540,Emergency_Beacon,47.3,40.1,44.5,42.2,51,N/A,2795,Cockpit
003541,LED_Work_Light,47.8,19.9,42.9,20.4,91,N/A,995,Maintenance_Bay
003542,Navigation_Module,31.9,49.9,32,25.47,71,N/A,1038,Command_Center
003543,Vacuum_Sealed_Tools,37,27.4,37.7,19.11,72,N/A,3429,Maintenance_Bay
003544,First_Aid_Kit,26.4,11.7,13.3,5.1,69,N/A,50,Medical_Bay
003545,Pressure_Regulator,49.9,17.3,15.7,6.78,67,N/A,4510,Airlock
003546,Food_Packet,24,25.2,17,8.4,72,30-10-2025,96,Crew_Quarters
003547,Emergency_Oxygen_Mask,11.6,43.2,26.8,6.72,32,N/A,3877,Crew_Quarters
003548,Oxygen_Cylinder,17.2,21,66.8,12.3,25,N/A,2220,Crew_Quarters
003549,EV_Suit_Battery,46.6,23.3,16.5,8.96,70,N/A,112,Airlock
003550,3D_Printer,12.1,42.2,17.8,4.54,85,N/A,895,Engineering_Bay
003551,Space_Suit,40,48.1,25.9,24.92,44,N/A,321,Storage_Bay
003552,Cooling_System,36.3,26.6,34.5,16.66,93,N/A,3522,Power_Bay
003553,Vacuum_Sealed_Tools,43.6,18,16.9,6.63,78,N/A,2392,Storage_Bay
003554,Space_Suit,36.5,27.6,11.6,5.84,21,N/A,4926,Airlock
003555,Vacuum_Sealed_Tools,35.2,38.3,11.9,8.02,57,N/A,4814,Maintenance_Bay
003556,Research_Samples,28.1,27.7,16,3.9,97,N/A,527,Storage_Bay
003557,Space_Suit,34.5,23.3,15.1,6.07,84,N/A,2283,Airlock
003558,First_Aid_Kit,17,13,20.7,1.3,25,N/A,56,Medical_Bay
003559,Fire_Extinguisher,41.9,36.7,29.2,22.45,48,N/A,3172,Crew_Quarters
003560,Radiation_Shield,32.8,37.3,25.1,15.35,46,N/A,3443,Storage_Bay
003561,Communication_Device,38.7,31.3,30.1,18.23,69,N/A,1208,Crew_Quarters
003562,Emergency_Beacon,28.7,28,36.1,14.5,19,N/A,1590,Cockpit
003563,CO2_Scrubber,26.8,16.7,14.9,3.33,56,N/A,861,Life_Support
003564,Navigation_Module,28.6,38.6,28.5,15.73,84,N/A,2372,Cockpit
003565,Solar_Panel,77.9,87.8,2,6.4,58,N/A,1566,Power_Bay
003566,Thruster_Fuel,48.8,22.3,34.2,18.61,38,N/A,2727,Engine_Bay
003567,Emergency_Oxygen_Mask,45.3,13.8,37.8,11.82,50,N/A,4349,Medical_Bay
003568,Food_Packet,25.2,10.1,14.8,2.6,48,04-12-2025,66,Crew_Quarters
003569,Scientific_Sensor,17.2,31.9,15.6,4.28,86,N/A,1265,Cockpit
003570,Scientific_Sensor,20.7,12.7,33.3,4.38,57,N/A,1726,Lab
003571,Water_Bottle,36.1,43.9,23.3,18.46,88,N/A,3260,Storage_Bay
003572,LED_Work_Light,21.9,34.9,43.8,16.74,93,N/A,2836,Maintenance_Bay
003573,Research_Samples,14.9,18,12.8,1.7,51,N/A,3695,Storage_Bay
003574,Space_Suit,39.9,42.4,11.3,9.56,27,N/A,2585,Airlock
003575,Asteroid_Sample_Container,22.1,21.7,12.4,1.7,15,N/A,4478,Storage_Bay
003576,Battery_Pack,27.2,37.4,37.2,18.92,23,N/A,931,External_Storage
003577,Tool_Kit,23.7,20.1,24.1,9.8,36,N/A,35,Maintenance_Bay
003578,Solar_Panel,88.8,54.1,1.3,7.6,97,N/A,283,External_Storage
003579,First_Aid_Kit,27.1,11.7,20.1,9.1,7,N/A,75,Medical_Bay
003580,Water_Purification_Unit,33.1,17,19,5.35,77,N/A,4664,Life_Support
003581,Tool_Kit,22.9,29.1,16.6,3,76,N/A,71,Storage_Bay
003582,Food_Packet,13.5,23.2,11.1,3,96,05-08-2026,94,Storage_Bay
003583,Radiation_Shield,14.8,10.5,33.8,2.63,91,N/A,1340,Storage_Bay
003584,Protein_Bars,38.5,22,31,13.13,41,N/A,1845,Storage_Bay
003585,Tool_Kit,29.3,25,21.8,7.5,52,N/A,61,Storage_Bay
003586,Thruster_Fuel,44.2,19.4,41,17.58,10,N/A,2789,Engine_Bay
003587,Handheld_Spectrometer,11.3,36.6,13.9,2.87,4,N/A,3159,Lab
003588,Space_Suit,30.5,44.2,19.2,12.94,25,N/A,3549,Airlock
003589,Radiation_Shield,11,16.4,23.9,2.16,5,N/A,4785,Storage_Bay
003590,Asteroid_Sample_Container,11.8,17.6,15.3,5.8,15,N/A,980,Storage_Bay
003591,Thruster_Fuel,41.8,46.1,20.1,19.37,38,N/A,2135,Engine_Bay
003592,Pressure_Regulator,23.2,17.2,26.9,5.37,67,N/A,700,Airlock
003593,Emergency_Oxygen_Mask,45.1,49.9,37.7,42.42,82,N/A,3715,Medical_Bay
003594,Medical_Scanner,22.9,29,44,14.61,47,02-02-2027,8,Lab
003595,Handheld_Spectrometer,36.6,44,20.7,16.67,45,N/A,2111,Lab
003596,Communication_Device,22.7,47.9,15,8.15,3,N/A,1393,Crew_Quarters
003597,First_Aid_Kit,13.1,27.1,20.4,9.4,56,N/A,54,Crew_Quarters
003598,Antibiotic_Supply,35.5,14.6,12.2,3.16,58,11-11-2026,4939,Lab
003599,Oxygen_Cylinder,15.6,24.1,81.5,26.7,53,N/A,4518,Crew_Quarters
003600,Water_Purification_Unit,12.3,46.3,29.2,8.31,62,N/A,572,Crew_Quarters
003601,Oxygen_Cylinder,22,29.5,56.8,17.5,95,N/A,1955,Airlock
003602,Thruster_Fuel,34.2,45.9,19.3,15.15,24,N/A,1996,Storage_Bay
003603,Water_Purification_Unit,40.9,25,41.7,21.32,33,N/A,3583,Life_Support
003604,Vacuum_Sealed_Tools,28.1,34.7,42.3,20.62,97,N/A,1541,Maintenance_Bay
003605,Gyroscope_Module,30.7,38.6,28.3,16.77,5,N/A,598,Cockpit
003606,Lab_Microscope,49.1,32.9,22.7,18.33,20,N/A,1950,Lab
003607,Vacuum_Sealed_Tools,18.5,39.9,18.1,6.68,68,N/A,3905,Storage_Bay
003608,Battery_Pack,17.2,22.1,16.9,3.21,89,N/A,324,External_Storage
003609,Asteroid_Sample_Container,25.5,29.5,10.3,5.9,49,N/A,2077,Storage_Bay
003610,Pressure_Regulator,13.2,12.5,49.4,4.08,44,N/A,2732,Airlock
003611,Fire_Extinguisher,13,49.6,38.4,12.38,5,N/A,1600,Crew_Quarters
003612,Space_Suit,39.2,45.1,20.1,17.77,51,N/A,1822,Airlock
003613,Tool_Kit,25.5,28.2,22.7,1.7,86,N/A,51,Storage_Bay
003614,Space_Suit,12.1,48.9,46.8,13.85,67,N/A,3463,Airlock
003615,Battery_Pack,21.6,48,11,5.7,54,N/A,265,Power_Bay
003616,Space_Suit,24.7,32.3,23.5,9.37,98,N/A,3056,Storage_Bay
003617,Navigation_Module,17,15.7,11.4,1.52,37,N/A,936,Cockpit
003618,Water_Purification_Unit,18.3,25.3,27.2,6.3,87,N/A,984,Life_Support
003619,Communication_Device,29.8,18.1,20.9,5.64,81,N/A,87,Crew_Quarters
